gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
Ercc8	ENSMUSG00000021694.19	ENSMUST00000054835.15	57	1194	2111	1250
Mppe1	ENSMUSG00000062526.5	ENSMUST00000073054.5	642	1194	2494	1835
Map2k4	ENSMUSG00000033352.12	ENSMUST00000046963.10	54	1194	3695	1247
Ctse	ENSMUSG00000004552.17	ENSMUST00000073350.13	373	1194	2126	1566
Izumo1	ENSMUSG00000064158.7	ENSMUST00000033100.5	266	1194	1493	1459
Lipa	ENSMUSG00000024781.17	ENSMUST00000049572.15	114	1194	2969	1307
Acat3	ENSMUSG00000062480.13	ENSMUST00000160378.3	104	1194	2144	1297
Acaa2	ENSMUSG00000036880.11	ENSMUST00000041053.11	54	1194	1516	1247
Mx1	ENSMUSG00000000386.19	ENSMUST00000113768.8	397	1194	2695	1590
Dnaja1	ENSMUSG00000028410.14	ENSMUST00000164233.8	226	1194	5622	1419
Serpine2	ENSMUSG00000026249.11	ENSMUST00000027467.11	209	1194	2210	1402
Cd244a	ENSMUSG00000004709.15	ENSMUST00000004829.13	133	1194	3760	1326
Acat2	ENSMUSG00000023832.15	ENSMUST00000007005.14	85	1194	2250	1278
Dnaja4	ENSMUSG00000032285.16	ENSMUST00000120452.8	549	1194	1827	1742
Tfg	ENSMUSG00000022757.20	ENSMUST00000065515.14	313	1194	1945	1506
Txnip	ENSMUSG00000038393.15	ENSMUST00000074519.13	280	1194	2827	1473
Nptn	ENSMUSG00000032336.18	ENSMUST00000177292.8	197	1194	1390	1390
Gfra3	ENSMUSG00000024366.9	ENSMUST00000025224.9	168	1194	1997	1361
Dxo	ENSMUSG00000040482.17	ENSMUST00000046244.15	230	1194	1519	1423
Ipmk	ENSMUSG00000060733.14	ENSMUST00000121446.2	117	1194	1492	1310
Sirpb1b	ENSMUSG00000095028.7	ENSMUST00000192382.6	36	1194	1437	1229
Sirpb1c	ENSMUSG00000074677.12	ENSMUST00000108352.9	35	1194	1436	1228
Sirpb1a	ENSMUSG00000095788.7	ENSMUST00000099201.9	18	1194	1419	1211
Lhx9	ENSMUSG00000019230.15	ENSMUST00000112026.4	449	1194	2065	1642
Serpina6	ENSMUSG00000060807.8	ENSMUST00000044159.7	196	1194	1605	1389
Kdf1	ENSMUSG00000037600.17	ENSMUST00000042919.16	94	1194	1708	1287
B3gnt2	ENSMUSG00000051650.12	ENSMUST00000062844.11	618	1194	3057	1811
B3gnt7	ENSMUSG00000079445.4	ENSMUST00000113306.4	311	1194	2582	1504
Gtf2h2	ENSMUSG00000021639.18	ENSMUST00000066984.14	139	1191	1656	1329
Dap3	ENSMUSG00000068921.15	ENSMUST00000090938.11	545	1191	4760	1735
Chid1	ENSMUSG00000025512.16	ENSMUST00000166082.8	121	1191	4222	1311
Atg4a	ENSMUSG00000079418.6	ENSMUST00000112971.2	56	1191	2202	1246
Spo11	ENSMUSG00000005883.16	ENSMUST00000050442.15	46	1191	1709	1236
Il3ra	ENSMUSG00000068758.9	ENSMUST00000090591.4	360	1191	1614	1550
Ola1	ENSMUSG00000027108.16	ENSMUST00000028517.13	163	1191	2175	1353
Actr6	ENSMUSG00000019948.5	ENSMUST00000020109.5	55	1191	1705	1245
Lims1	ENSMUSG00000019920.19	ENSMUST00000020077.11	47	1191	1565	1237
Mat1a	ENSMUSG00000037798.8	ENSMUST00000225720.2	471	1191	3468	1661
Rtn4ip1	ENSMUSG00000019864.15	ENSMUST00000054418.12	457	1191	2981	1647
Maea	ENSMUSG00000079562.8	ENSMUST00000114449.7	69	1191	2193	1259
Gal3st2c	ENSMUSG00000073608.5	ENSMUST00000097632.5	855	1191	9667	2045
Gpr137	ENSMUSG00000024958.14	ENSMUST00000237934.2	239	1191	1729	1429
Wtap	ENSMUSG00000060475.14	ENSMUST00000159551.8	198	1191	2060	1388
Tfb2m	ENSMUSG00000026492.12	ENSMUST00000027769.6	137	1191	2449	1327
Otud3	ENSMUSG00000041161.9	ENSMUST00000097830.4	119	1191	1668	1309
Gm8909	ENSMUSG00000073402.12	ENSMUST00000173353.8	17	1191	1428	1207
S100pbp	ENSMUSG00000040928.16	ENSMUST00000106061.9	291	1191	4426	1481
Inpp1	ENSMUSG00000026102.10	ENSMUST00000027271.9	336	1191	5767	1526
Ip6k3	ENSMUSG00000024210.4	ENSMUST00000025046.4	235	1191	2342	1425
Kiss1r	ENSMUSG00000035773.7	ENSMUST00000045529.3	1704	1191	3163	2894
Napepld	ENSMUSG00000044968.17	ENSMUST00000115217.8	437	1191	3954	1627
Gal3st2	ENSMUSG00000094651.3	ENSMUST00000094663.4	249	1191	2844	1439
Oprl1	ENSMUSG00000027584.18	ENSMUST00000238942.2	248	1191	2999	1438
Gal3st2b	ENSMUSG00000093805.8	ENSMUST00000177958.2	1	1191	1191	1191
Gjc1	ENSMUSG00000034520.15	ENSMUST00000107075.9	718	1191	2314	1908
Dhh	ENSMUSG00000023000.6	ENSMUST00000023737.6	269	1191	4242	1459
Arc	ENSMUSG00000022602.15	ENSMUST00000110009.4	199	1191	3054	1389
Nfe2	ENSMUSG00000058794.13	ENSMUST00000133600.8	191	1191	1605	1381
Gpr84	ENSMUSG00000063234.6	ENSMUST00000079824.6	312	1191	1725	1502
F2rl3	ENSMUSG00000050147.10	ENSMUST00000058099.9	24	1191	1751	1214
Atg4a-ps	ENSMUSG00000087119.5	ENSMUST00000117271.3	46	1191	2115	1236
4933405O20Rik	ENSMUSG00000084234.3	ENSMUST00000119710.3	31	1191	1341	1221
Nme7	ENSMUSG00000026575.16	ENSMUST00000193683.6	301	1188	1740	1488
Gnb5	ENSMUSG00000032192.10	ENSMUST00000213990.2	103	1188	1803	1290
Ell3	ENSMUSG00000027246.13	ENSMUST00000028679.11	499	1188	2115	1686
Pip5kl1	ENSMUSG00000046854.17	ENSMUST00000055304.14	148	1188	1577	1335
Lipf	ENSMUSG00000024768.6	ENSMUST00000025680.5	112	1188	1411	1299
B4galt3	ENSMUSG00000052423.16	ENSMUST00000111313.10	394	1188	2098	1581
Dhodh	ENSMUSG00000031730.19	ENSMUST00000123605.9	252	1188	2039	1439
Syt8	ENSMUSG00000031098.19	ENSMUST00000118276.8	221	1188	1503	1408
Rnft1	ENSMUSG00000020521.8	ENSMUST00000020827.7	195	1188	4452	1382
Mat2a	ENSMUSG00000053907.11	ENSMUST00000059472.10	123	1188	2804	1310
Henmt1	ENSMUSG00000045662.18	ENSMUST00000059946.11	473	1188	1998	1660
Nr2e3	ENSMUSG00000032292.9	ENSMUST00000034831.3	234	1188	2037	1421
Catsper3	ENSMUSG00000021499.13	ENSMUST00000021961.12	95	1188	1330	1282
Skint7	ENSMUSG00000049214.14	ENSMUST00000163281.2	193	1188	1423	1380
Hs1bp3	ENSMUSG00000020605.10	ENSMUST00000020927.10	35	1188	2959	1222
Psg16	ENSMUSG00000066760.13	ENSMUST00000071399.13	453	1188	4421	1640
Dtx3	ENSMUSG00000040415.16	ENSMUST00000116229.2	333	1188	1994	1520
Mill1	ENSMUSG00000054005.5	ENSMUST00000066780.5	264	1188	2489	1451
Prss47	ENSMUSG00000090658.9	ENSMUST00000203968.3	1	1188	1353	1188
Alkbh5	ENSMUSG00000042650.4	ENSMUST00000044250.4	446	1188	5730	1633
Nmur2	ENSMUSG00000037393.3	ENSMUST00000037682.3	128	1188	3302	1315
Apoa4	ENSMUSG00000032080.7	ENSMUST00000034585.7	459	1188	1815	1646
Cx3cl1	ENSMUSG00000031778.14	ENSMUST00000034230.7	257	1188	3315	1444
Chst5	ENSMUSG00000031952.6	ENSMUST00000034430.6	332	1188	2182	1519
Spn	ENSMUSG00000051457.8	ENSMUST00000049931.6	112	1188	3743	1299
Sox11	ENSMUSG00000063632.7	ENSMUST00000079063.7	167	1188	8311	1354
Nkapl	ENSMUSG00000059395.5	ENSMUST00000068235.6	69	1188	1463	1256
Sry	ENSMUSG00000069036.4	ENSMUST00000091178.2	1	1188	1188	1188
Ndrg1	ENSMUSG00000005125.14	ENSMUST00000005256.14	156	1185	2889	1340
Asah1	ENSMUSG00000031591.15	ENSMUST00000034000.15	190	1185	2773	1374
Ergic3	ENSMUSG00000005881.14	ENSMUST00000088650.11	36	1185	1349	1220
H13	ENSMUSG00000019188.17	ENSMUST00000089059.9	95	1185	1743	1279
Pa2g4	ENSMUSG00000025364.14	ENSMUST00000131728.4	161	1185	2483	1345
Chkb	ENSMUSG00000022617.16	ENSMUST00000023289.13	300	1185	1707	1484
Prmt8	ENSMUSG00000030350.9	ENSMUST00000032500.9	726	1185	2724	1910
Sh3glb1	ENSMUSG00000037062.14	ENSMUST00000199854.5	153	1185	1416	1337
Cracr2b	ENSMUSG00000048200.13	ENSMUST00000053670.12	124	1185	1698	1308
Ugcg	ENSMUSG00000028381.9	ENSMUST00000030074.8	388	1185	4012	1572
Actr2	ENSMUSG00000020152.8	ENSMUST00000000137.8	62	1185	3631	1246
Esam	ENSMUSG00000001946.15	ENSMUST00000002011.14	144	1185	1865	1328
Rnf149	ENSMUSG00000048234.14	ENSMUST00000062525.11	132	1185	2492	1316
Bmp2	ENSMUSG00000027358.7	ENSMUST00000028836.7	1201	1185	3555	2385
Kcnk18	ENSMUSG00000040901.9	ENSMUST00000065204.8	521	1185	3470	1705
Sdr42e1	ENSMUSG00000034308.14	ENSMUST00000037955.14	366	1185	2867	1550
Ubtfl1	ENSMUSG00000074502.5	ENSMUST00000164441.2	315	1185	2639	1499
Saxo2	ENSMUSG00000038570.16	ENSMUST00000056728.5	95	1185	2783	1279
4930480E11Rik	ENSMUSG00000035651.8	ENSMUST00000035626.8	29	1185	1486	1213
Tsbp1	ENSMUSG00000057246.17	ENSMUST00000078615.12	451	1182	1899	1632
Cbwd1	ENSMUSG00000024878.10	ENSMUST00000025815.10	71	1182	1929	1252
Hpd	ENSMUSG00000029445.14	ENSMUST00000031398.14	52	1182	1404	1233
Cyth4	ENSMUSG00000018008.9	ENSMUST00000043069.6	155	1182	2791	1336
Atg4b	ENSMUSG00000026280.18	ENSMUST00000027502.16	141	1182	4173	1322
Idh3g	ENSMUSG00000002010.18	ENSMUST00000052761.9	43	1182	1331	1224
Cers4	ENSMUSG00000008206.17	ENSMUST00000008350.16	394	1182	9475	1575
Map2k1	ENSMUSG00000004936.9	ENSMUST00000005066.9	340	1182	2436	1521
Bcat2	ENSMUSG00000030826.20	ENSMUST00000033098.16	224	1182	1772	1405
Golm1	ENSMUSG00000021556.13	ENSMUST00000095739.10	212	1182	3689	1393
Mettl22	ENSMUSG00000039345.17	ENSMUST00000046470.16	97	1182	1825	1278
T2	ENSMUSG00000058159.15	ENSMUST00000163578.8	1	1182	1755	1182
Stra8	ENSMUSG00000029848.12	ENSMUST00000031876.12	448	1182	1803	1629
Rmnd5b	ENSMUSG00000001054.10	ENSMUST00000001081.10	355	1182	1946	1536
Tbata	ENSMUSG00000020096.22	ENSMUST00000035894.12	159	1182	1506	1340
Upb1	ENSMUSG00000033427.15	ENSMUST00000039925.8	146	1182	3042	1327
5730455P16Rik	ENSMUSG00000057181.16	ENSMUST00000103225.11	54	1182	4554	1235
Crtam	ENSMUSG00000032021.15	ENSMUST00000180384.3	43	1182	5046	1224
Gfral	ENSMUSG00000059383.15	ENSMUST00000074880.6	196	1182	2080	1377
Gpr137b	ENSMUSG00000021306.12	ENSMUST00000220628.2	132	1182	3634	1313
Pofut1	ENSMUSG00000046020.14	ENSMUST00000049863.12	55	1182	5600	1236
Hgh1	ENSMUSG00000022554.8	ENSMUST00000023213.8	59	1182	1993	1240
Fam53c	ENSMUSG00000034300.18	ENSMUST00000049281.12	392	1182	4475	1573
Trhr	ENSMUSG00000038760.15	ENSMUST00000110289.4	252	1182	1745	1433
Slc35a2	ENSMUSG00000031156.19	ENSMUST00000115663.10	100	1182	1527	1281
Zcchc18	ENSMUSG00000031428.12	ENSMUST00000101227.3	567	1182	2045	1748
Kcnj9	ENSMUSG00000038026.13	ENSMUST00000062387.8	314	1182	3857	1495
Neu2	ENSMUSG00000079434.9	ENSMUST00000172222.8	172	1182	1715	1353
Aadacl4fm5	ENSMUSG00000078504.3	ENSMUST00000105746.3	57	1182	1432	1238
Prokr1	ENSMUSG00000049409.10	ENSMUST00000204682.3	420	1182	4230	1601
Mypop	ENSMUSG00000048481.16	ENSMUST00000059331.9	389	1182	2173	1570
Terf2ip	ENSMUSG00000033430.11	ENSMUST00000052138.11	85	1182	3560	1266
Hs3st3a1	ENSMUSG00000047759.7	ENSMUST00000058652.6	736	1182	3939	1917
Ighg1	ENSMUSG00000076614.8	ENSMUST00000194304.6	1	1181	2482	1181
P2ry10	ENSMUSG00000050921.13	ENSMUST00000150494.2	1	1181	2704	1181
Hormad1	ENSMUSG00000028109.15	ENSMUST00000029754.13	73	1179	1385	1251
Tial1	ENSMUSG00000030846.16	ENSMUST00000106226.9	517	1179	4451	1695
Ilkap	ENSMUSG00000026309.15	ENSMUST00000027534.13	79	1179	1368	1257
Eeig1	ENSMUSG00000039157.13	ENSMUST00000048375.6	729	1179	4223	1907
Spopl	ENSMUSG00000026771.15	ENSMUST00000132484.7	321	1179	6595	1499
Poglut1	ENSMUSG00000034064.15	ENSMUST00000036210.7	92	1179	2758	1270
Cers6	ENSMUSG00000027035.11	ENSMUST00000176018.2	51	1179	1279	1229
Luc7l2	ENSMUSG00000029823.17	ENSMUST00000057692.11	384	1179	2702	1562
Fez1	ENSMUSG00000032118.17	ENSMUST00000034630.15	274	1179	1794	1452
Lhx6	ENSMUSG00000026890.20	ENSMUST00000112960.8	65	1179	3345	1243
Sephs1	ENSMUSG00000026662.14	ENSMUST00000115019.2	413	1179	2933	1591
Pgc	ENSMUSG00000023987.15	ENSMUST00000024782.12	65	1179	1388	1243
Vegfa	ENSMUSG00000023951.19	ENSMUST00000142351.9	480	1179	1973	1658
Tamalin	ENSMUSG00000000531.6	ENSMUST00000000543.6	115	1179	2033	1293
Galk1	ENSMUSG00000020766.5	ENSMUST00000021114.5	42	1179	1406	1220
Sh3bp5l	ENSMUSG00000013646.18	ENSMUST00000116376.9	507	1179	3016	1685
Krt34	ENSMUSG00000043485.3	ENSMUST00000056362.3	59	1179	1609	1237
1810055G02Rik	ENSMUSG00000035372.3	ENSMUST00000237955.2	735	1179	2193	1913
Panx3	ENSMUSG00000011118.5	ENSMUST00000011262.4	181	1179	2531	1359
Xxylt1	ENSMUSG00000047434.15	ENSMUST00000055389.9	98	1179	3470	1276
Bdkrb2	ENSMUSG00000021070.7	ENSMUST00000001652.7	57	1179	3792	1235
Cavin1	ENSMUSG00000004044.10	ENSMUST00000060792.6	422	1179	3491	1600
Bmp15	ENSMUSG00000023279.8	ENSMUST00000024049.8	359	1179	3060	1537
Kcnj1	ENSMUSG00000041248.10	ENSMUST00000172015.3	160	1179	3075	1338
Hsfy2	ENSMUSG00000045336.6	ENSMUST00000062085.6	60	1179	1392	1238
Nap1l1	ENSMUSG00000058799.17	ENSMUST00000065917.16	150	1176	1486	1325
Csnk2a1	ENSMUSG00000074698.11	ENSMUST00000099224.10	263	1176	4206	1438
Tsg101	ENSMUSG00000014402.16	ENSMUST00000014546.15	108	1176	1949	1283
Eci2	ENSMUSG00000021417.16	ENSMUST00000171229.8	88	1176	1426	1263
Pax5	ENSMUSG00000014030.16	ENSMUST00000014174.14	80	1176	8004	1255
Rmnd5a	ENSMUSG00000002222.15	ENSMUST00000002292.15	499	1176	6165	1674
Rgp1	ENSMUSG00000028468.16	ENSMUST00000107886.9	309	1176	5888	1484
Elf3	ENSMUSG00000003051.14	ENSMUST00000003135.14	229	1176	2095	1404
Rbmx	ENSMUSG00000031134.17	ENSMUST00000114726.8	212	1176	2108	1387
Lrrc74b	ENSMUSG00000022759.16	ENSMUST00000100123.10	37	1176	2231	1212
Mmp23	ENSMUSG00000029061.3	ENSMUST00000030937.2	205	1176	1434	1380
Eda	ENSMUSG00000059327.10	ENSMUST00000113779.8	176	1176	4955	1351
Herpud1	ENSMUSG00000031770.17	ENSMUST00000161576.8	155	1176	1952	1330
Kin	ENSMUSG00000037262.8	ENSMUST00000042512.8	8	1176	1472	1183
Tmem79	ENSMUSG00000001420.14	ENSMUST00000107552.2	216	1176	2063	1391
Cmtm1	ENSMUSG00000110430.3	ENSMUST00000160596.8	38	1176	1900	1213
Sstr1	ENSMUSG00000035431.5	ENSMUST00000044299.3	426	1176	2014	1601
Hrh4	ENSMUSG00000037346.6	ENSMUST00000041676.3	61	1176	1537	1236
Tent5c	ENSMUSG00000044468.15	ENSMUST00000061455.9	259	1176	5640	1434
Cabs1	ENSMUSG00000007907.5	ENSMUST00000008051.5	54	1176	1505	1229
B3gnt6	ENSMUSG00000074004.4	ENSMUST00000098278.4	37	1176	2371	1212
Sox1	ENSMUSG00000096014.2	ENSMUST00000180353.2	1067	1176	4832	2242
Pdha2	ENSMUSG00000047674.3	ENSMUST00000057860.3	611	1176	2352	1786
Zfp707	ENSMUSG00000034429.16	ENSMUST00000147641.8	1	1175	1644	1175
Ilf2	ENSMUSG00000001016.13	ENSMUST00000001042.10	95	1173	2027	1267
Tuft1	ENSMUSG00000005968.15	ENSMUST00000006123.11	88	1173	2631	1260
Trp53	ENSMUSG00000059552.14	ENSMUST00000108658.10	158	1173	1771	1330
Pdha1	ENSMUSG00000031299.11	ENSMUST00000033662.9	102	1173	2848	1274
Mrps9	ENSMUSG00000060679.15	ENSMUST00000057208.13	60	1173	1418	1232
Bckdhb	ENSMUSG00000032263.15	ENSMUST00000190637.7	26	1173	1477	1198
Rrm2	ENSMUSG00000020649.12	ENSMUST00000020980.12	107	1173	2193	1279
Cd55	ENSMUSG00000026399.13	ENSMUST00000027650.13	76	1173	2533	1248
Pipox	ENSMUSG00000017453.5	ENSMUST00000017597.5	317	1173	1998	1489
Gm1123	ENSMUSG00000044860.10	ENSMUST00000076730.8	93	1173	1537	1265
Tgfb1	ENSMUSG00000002603.16	ENSMUST00000002678.10	868	1173	2175	2040
Tpst2	ENSMUSG00000029344.16	ENSMUST00000239473.2	169	1173	1813	1341
Usp50	ENSMUSG00000027364.15	ENSMUST00000028842.9	158	1173	1361	1330
Tent5d	ENSMUSG00000073007.11	ENSMUST00000167154.2	409	1173	3004	1581
Lhx4	ENSMUSG00000026468.15	ENSMUST00000027740.14	151	1173	5514	1323
Nr2f6	ENSMUSG00000002393.15	ENSMUST00000002466.9	690	1173	2218	1862
Zfp65	ENSMUSG00000071281.13	ENSMUST00000073157.15	108	1173	3957	1280
Nmbr	ENSMUSG00000019865.10	ENSMUST00000020015.10	133	1173	1599	1305
Gfod1	ENSMUSG00000051335.7	ENSMUST00000055341.7	676	1173	6928	1848
Hs3st3b1	ENSMUSG00000070407.6	ENSMUST00000094103.4	404	1173	4911	1576
Ankrd63	ENSMUSG00000078137.2	ENSMUST00000104937.2	526	1173	4861	1698
Kcnj11	ENSMUSG00000096146.3	ENSMUST00000211674.2	341	1173	3142	1513
Sirt2	ENSMUSG00000015149.15	ENSMUST00000072965.5	86	1170	1843	1255
Psmc6	ENSMUSG00000021832.9	ENSMUST00000022380.9	61	1170	2234	1230
Necab2	ENSMUSG00000031837.15	ENSMUST00000098363.10	337	1170	1976	1506
Miip	ENSMUSG00000029022.19	ENSMUST00000119975.3	565	1170	1879	1734
Mtch1	ENSMUSG00000024012.19	ENSMUST00000095427.12	148	1170	1952	1317
P2rx6	ENSMUSG00000022758.15	ENSMUST00000023441.11	130	1170	2345	1299
Zfyve19	ENSMUSG00000068580.12	ENSMUST00000090174.11	497	1170	2008	1666
Rad9a	ENSMUSG00000024824.8	ENSMUST00000025740.8	121	1170	2081	1290
Oscp1	ENSMUSG00000042616.9	ENSMUST00000143712.3	78	1170	1473	1247
Neil1	ENSMUSG00000032298.14	ENSMUST00000186410.7	246	1170	1601	1415
Chil1	ENSMUSG00000064246.11	ENSMUST00000082060.10	101	1170	1687	1270
Snapc1	ENSMUSG00000021113.6	ENSMUST00000021532.6	37	1170	6275	1206
Tmprss11a	ENSMUSG00000072845.4	ENSMUST00000101073.3	136	1170	2657	1305
Mettl2	ENSMUSG00000020691.14	ENSMUST00000021030.8	73	1170	1867	1242
Elavl2	ENSMUSG00000008489.19	ENSMUST00000107116.9	113	1170	1282	1282
Psmd6	ENSMUSG00000021737.5	ENSMUST00000022256.5	102	1170	1387	1271
Serpinb13	ENSMUSG00000048775.11	ENSMUST00000027564.8	64	1170	1607	1233
Bsg	ENSMUSG00000023175.16	ENSMUST00000067036.12	19	1170	1526	1188
Opn1mw	ENSMUSG00000031394.12	ENSMUST00000101457.10	42	1170	1233	1211
Alkbh1	ENSMUSG00000079036.11	ENSMUST00000162961.8	16	1170	3857	1185
Wnt2b	ENSMUSG00000027840.6	ENSMUST00000029429.6	450	1170	3318	1619
Wnt10b	ENSMUSG00000022996.16	ENSMUST00000023732.12	334	1170	2226	1503
Mei4	ENSMUSG00000043289.13	ENSMUST00000057067.10	263	1170	2670	1432
Sec1	ENSMUSG00000040364.9	ENSMUST00000040636.9	535	1170	2470	1704
Fut7	ENSMUSG00000036587.14	ENSMUST00000100320.5	437	1170	2076	1606
BB014433	ENSMUSG00000049008.5	ENSMUST00000050493.4	346	1170	1753	1515
B3gnt8	ENSMUSG00000059479.8	ENSMUST00000076034.8	118	1170	1463	1287
Igha	ENSMUSG00000095079.7	ENSMUST00000194738.6	1	1169	2540	1169
Ssbp3	ENSMUSG00000061887.15	ENSMUST00000030367.15	388	1167	3195	1554
Ndrg3	ENSMUSG00000027634.15	ENSMUST00000069600.13	91	1167	2612	1257
Mlc1	ENSMUSG00000035805.14	ENSMUST00000109368.2	497	1167	2801	1663
P2rx4	ENSMUSG00000029470.16	ENSMUST00000031429.14	111	1167	2702	1277
Csf2ra	ENSMUSG00000059326.8	ENSMUST00000076046.7	81	1167	1849	1247
Cuedc1	ENSMUSG00000018378.14	ENSMUST00000018522.13	467	1167	3180	1633
Kir3dl2	ENSMUSG00000057439.13	ENSMUST00000113108.8	204	1167	1932	1370
Mettl8	ENSMUSG00000041975.18	ENSMUST00000112186.9	226	1167	2347	1392
Phkg1	ENSMUSG00000025537.13	ENSMUST00000026617.13	188	1167	2374	1354
Fetub	ENSMUSG00000022871.14	ENSMUST00000232097.2	309	1167	1597	1475
Lyar	ENSMUSG00000067367.10	ENSMUST00000087514.9	216	1167	1563	1382
B4galt5	ENSMUSG00000017929.14	ENSMUST00000109221.9	152	1167	4210	1318
Cadm4	ENSMUSG00000054793.9	ENSMUST00000068023.8	77	1167	2161	1243
Serpinb11	ENSMUSG00000026327.9	ENSMUST00000027566.3	450	1167	2084	1616
Slc30a3	ENSMUSG00000029151.15	ENSMUST00000031037.14	259	1167	2089	1425
Dgat2	ENSMUSG00000030747.6	ENSMUST00000033001.6	208	1167	2262	1374
Syne4	ENSMUSG00000019737.15	ENSMUST00000054594.15	144	1167	1355	1310
Htr4	ENSMUSG00000026322.10	ENSMUST00000027560.8	213	1167	4661	1379
Wdr55	ENSMUSG00000042660.9	ENSMUST00000049323.9	68	1167	1619	1234
Fam199x	ENSMUSG00000042595.8	ENSMUST00000047852.8	280	1167	8299	1446
Sphk1	ENSMUSG00000061878.17	ENSMUST00000141798.4	82	1167	1537	1248
Rbmxl1	ENSMUSG00000037070.11	ENSMUST00000049245.10	252	1167	1695	1418
Oxtr	ENSMUSG00000049112.10	ENSMUST00000053306.8	147	1167	4704	1313
Gm7324	ENSMUSG00000049235.9	ENSMUST00000094051.6	171	1167	1647	1337
Tex9	ENSMUSG00000090626.10	ENSMUST00000184125.8	150	1164	2794	1313
Sgca	ENSMUSG00000001508.16	ENSMUST00000103162.8	254	1164	1724	1417
Doc2g	ENSMUSG00000024871.12	ENSMUST00000025806.5	150	1164	1469	1313
Sell	ENSMUSG00000026581.15	ENSMUST00000097491.10	1	1164	1215	1164
Mbnl1	ENSMUSG00000027763.14	ENSMUST00000193517.6	601	1164	5151	1764
BC004004	ENSMUSG00000052712.18	ENSMUST00000234377.2	153	1164	2756	1316
Pga5	ENSMUSG00000024738.7	ENSMUST00000025647.7	101	1164	1417	1264
Prr5	ENSMUSG00000036106.16	ENSMUST00000065499.5	182	1164	1830	1345
Serpinb3b	ENSMUSG00000073602.11	ENSMUST00000086694.11	61	1164	1653	1224
Asmt	ENSMUSG00000093806.4	ENSMUST00000178693.4	47	1164	1271	1210
Serpinb3a	ENSMUSG00000044594.15	ENSMUST00000112717.3	37	1164	1611	1200
Bbox1	ENSMUSG00000041660.9	ENSMUST00000046233.9	110	1164	4030	1273
Serpinb9c	ENSMUSG00000021404.13	ENSMUST00000021837.10	36	1164	1902	1199
Serpinb3d	ENSMUSG00000058017.7	ENSMUST00000023861.5	27	1164	1216	1190
Rimklb	ENSMUSG00000040649.16	ENSMUST00000068242.9	466	1164	4725	1629
Ccnjl	ENSMUSG00000044707.8	ENSMUST00000050574.7	227	1164	2672	1390
Klrg2	ENSMUSG00000071537.7	ENSMUST00000096030.7	168	1164	2276	1331
Fam217b	ENSMUSG00000070476.11	ENSMUST00000094251.11	358	1164	4541	1521
Drd4	ENSMUSG00000025496.6	ENSMUST00000026569.6	33	1164	2799	1196
Egr3	ENSMUSG00000033730.5	ENSMUST00000225200.2	132	1164	3940	1295
Nap1l4	ENSMUSG00000059119.10	ENSMUST00000209098.2	110	1161	2281	1270
Ppme1	ENSMUSG00000030718.10	ENSMUST00000032963.10	485	1161	2772	1645
Vps36	ENSMUSG00000031479.10	ENSMUST00000033866.9	63	1161	3574	1223
Tia1	ENSMUSG00000071337.12	ENSMUST00000095753.9	279	1161	4477	1439
Cep44	ENSMUSG00000038215.16	ENSMUST00000040330.15	362	1161	1690	1522
Metap1	ENSMUSG00000005813.13	ENSMUST00000029804.13	145	1161	2686	1305
Mapkapk2	ENSMUSG00000016528.11	ENSMUST00000016672.11	302	1161	2854	1462
Ttc4	ENSMUSG00000025413.14	ENSMUST00000026480.13	82	1161	2121	1242
Eipr1	ENSMUSG00000036613.9	ENSMUST00000221877.2	161	1161	4091	1321
Lpxn	ENSMUSG00000024696.10	ENSMUST00000025601.8	71	1161	1684	1231
Gm20509	ENSMUSG00000092310.4	ENSMUST00000174203.4	41	1161	1201	1201
Mtfmt	ENSMUSG00000059183.13	ENSMUST00000074792.7	33	1161	2042	1193
Adipor2	ENSMUSG00000030168.14	ENSMUST00000032272.13	374	1161	4184	1534
Syt5	ENSMUSG00000004961.8	ENSMUST00000065957.7	257	1161	1750	1417
Serpinb3c	ENSMUSG00000073601.3	ENSMUST00000027565.5	71	1161	1659	1231
Zfp385a	ENSMUSG00000000552.11	ENSMUST00000168828.3	38	1161	2298	1198
Oas1e	ENSMUSG00000066867.9	ENSMUST00000201172.2	6	1161	1336	1166
Sav1	ENSMUSG00000021067.9	ENSMUST00000021467.8	236	1161	2524	1396
Hsd11b2	ENSMUSG00000031891.7	ENSMUST00000034363.7	111	1161	1840	1271
Zfp566	ENSMUSG00000078768.3	ENSMUST00000088785.6	292	1161	1709	1452
Wdr89	ENSMUSG00000045690.9	ENSMUST00000187307.2	300	1161	2381	1460
Htr1b	ENSMUSG00000049511.6	ENSMUST00000183482.2	463	1161	4724	1623
Gdpgp1	ENSMUSG00000050973.12	ENSMUST00000062915.9	351	1161	4189	1511
Hoxa13	ENSMUSG00000038203.23	ENSMUST00000147595.7	30	1161	2400	1190
S1pr4	ENSMUSG00000044199.7	ENSMUST00000053646.7	495	1161	2386	1655
Or2i1	ENSMUSG00000043827.10	ENSMUST00000055324.8	46	1161	1304	1206
Hibch	ENSMUSG00000041426.13	ENSMUST00000044478.7	65	1158	1830	1222
Spout1	ENSMUSG00000039660.17	ENSMUST00000100220.5	26	1158	1805	1183
Camk1d	ENSMUSG00000039145.17	ENSMUST00000044009.14	279	1158	6962	1436
