gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
SEPT11	ENSG00000138758.11	ENST00000510515.5	258	1320	1886	1577
FRAS1	ENSG00000138759.18	ENST00000512123.3	441	12039	15624	12479
SCARB2	ENSG00000138760.9	ENST00000264896.7	376	1437	4792	1812
CCNG2	ENSG00000138764.14	ENST00000316355.9	357	1035	5526	1391
CNOT6L	ENSG00000138767.13	ENST00000504123.6	154	1668	8865	1821
USO1	ENSG00000138768.14	ENST00000264904.8	223	2922	4135	3144
CDKL2	ENSG00000138769.10	ENST00000307465.8	515	1713	2565	2227
SHROOM3	ENSG00000138771.15	ENST00000296043.6	954	5991	11020	6944
ANXA3	ENSG00000138772.12	ENST00000264908.10	380	972	1657	1351
PPA2	ENSG00000138777.19	ENST00000341695.9	32	1005	1684	1036
CENPE	ENSG00000138778.11	ENST00000265148.7	91	8106	8612	8196
GSTCD	ENSG00000138780.14	ENST00000515279.5	221	1902	4273	2122
INTS12	ENSG00000138785.14	ENST00000451321.6	481	1389	1975	1869
ENPEP	ENSG00000138792.9	ENST00000265162.9	343	2874	6943	3216
CASP6	ENSG00000138794.9	ENST00000265164.6	79	882	1548	960
LEF1	ENSG00000138795.9	ENST00000265165.5	656	1200	3068	1855
HADH	ENSG00000138796.16	ENST00000603302.5	220	996	2032	1215
EGF	ENSG00000138798.11	ENST00000265171.9	446	3624	4880	4069
PAPSS1	ENSG00000138801.8	ENST00000265174.4	274	1875	2731	2148
SEC24B	ENSG00000138802.11	ENST00000504968.6	99	3897	4066	3995
C4orf17	ENSG00000138813.9	ENST00000326581.8	363	1080	1636	1442
PPP3CA	ENSG00000138814.16	ENST00000394854.7	685	1566	4685	2250
SLC39A8	ENSG00000138821.12	ENST00000394833.6	478	1383	3238	1860
MTTP	ENSG00000138823.13	ENST00000511045.5	14	2766	3154	2779
FBN2	ENSG00000138829.11	ENST00000508053.5	976	8739	11132	9714
MAPK8IP3	ENSG00000138834.12	ENST00000610761.1	121	4014	5626	4134
RGS3	ENSG00000138835.22	ENST00000374140.6	210	3597	4591	3806
GUCD1	ENSG00000138867.16	ENST00000621833.4	111	891	3584	1001
RNF185	ENSG00000138942.15	ENST00000326132.10	160	579	3171	738
SHISAL1	ENSG00000138944.7	ENST00000381176.4	134	600	6751	733
PARVG	ENSG00000138964.16	ENST00000444313.7	485	996	3523	1480
B4GALNT3	ENSG00000139044.11	ENST00000266383.9	14	2997	5068	3010
PDE6H	ENSG00000139053.2	ENST00000266395.2	107	252	747	358
ERP27	ENSG00000139055.6	ENST00000266397.6	575	822	2096	1396
ETV6	ENSG00000139083.10	ENST00000396373.8	275	1359	5989	1633
GABARAPL1	ENSG00000139112.10	ENST00000266458.9	326	354	1957	679
KIF21A	ENSG00000139116.18	ENST00000361418.9	17	5025	5044	5041
CPNE8	ENSG00000139117.13	ENST00000331366.9	98	1695	3489	1792
YARS2	ENSG00000139131.12	ENST00000324868.12	29	1434	2122	1462
FGD4	ENSG00000139132.14	ENST00000525053.5	85	2637	2925	2721
ALG10	ENSG00000139133.6	ENST00000266483.6	320	1422	3128	1741
PIK3C2G	ENSG00000139144.9	ENST00000538779.5	117	4461	4963	4577
SINHCAF	ENSG00000139146.13	ENST00000337682.8	370	666	3163	1035
PLCZ1	ENSG00000139151.15	ENST00000266505.11	265	1827	2148	2091
AEBP2	ENSG00000139154.14	ENST00000398864.7	27	1554	5099	1580
SLCO1C1	ENSG00000139155.8	ENST00000545604.5	231	2193	2557	2423
ETFBKMT	ENSG00000139160.13	ENST00000357721.3	216	789	6128	1004
ETNK1	ENSG00000139163.15	ENST00000266517.8	90	1359	7159	1448
ZCRB1	ENSG00000139168.7	ENST00000266529.7	185	654	1827	838
TMEM117	ENSG00000139173.9	ENST00000266534.7	128	1545	2758	1672
PRICKLE1	ENSG00000139174.11	ENST00000345127.8	355	2496	5902	2850
C1RL	ENSG00000139178.10	ENST00000266542.8	94	1464	3394	1557
NDUFA9	ENSG00000139180.10	ENST00000266544.9	21	1134	8363	1154
CLSTN3	ENSG00000139182.14	ENST00000266546.10	451	2871	4185	3321
KLRG1	ENSG00000139187.9	ENST00000356986.7	96	570	1206	665
VAMP1	ENSG00000139190.16	ENST00000396308.3	147	357	1113	503
TAPBPL	ENSG00000139192.11	ENST00000266556.7	166	1407	1741	1572
CD27	ENSG00000139193.3	ENST00000266557.3	230	783	1338	1012
RBP5	ENSG00000139194.7	ENST00000266560.7	168	408	1012	575
PEX5	ENSG00000139197.10	ENST00000412720.6	90	1983	2105	2072
PIANP	ENSG00000139200.13	ENST00000540656.5	340	849	2432	1188
SLC38A4	ENSG00000139209.15	ENST00000447411.5	208	1644	3791	1851
AMIGO2	ENSG00000139211.6	ENST00000266581.4	468	1569	3763	2036
SCAF11	ENSG00000139218.17	ENST00000369367.7	235	4392	7543	4626
COL2A1	ENSG00000139219.18	ENST00000380518.7	166	4464	5071	4629
PPFIA2	ENSG00000139220.16	ENST00000549396.5	162	3774	5363	3935
ANP32D	ENSG00000139223.2	ENST00000266594.2	1	396	960	396
LLPH	ENSG00000139233.6	ENST00000266604.6	72	390	7746	461
LRIG3	ENSG00000139263.11	ENST00000320743.7	288	3360	4070	3647
MARCH9	ENSG00000139266.5	ENST00000266643.5	432	1041	2982	1472
INHBE	ENSG00000139269.2	ENST00000266646.2	217	1053	2429	1269
GLIPR1	ENSG00000139278.9	ENST00000266659.7	202	801	5877	1002
TPH2	ENSG00000139287.12	ENST00000333850.3	142	1473	2360	1614
PHLDA1	ENSG00000139289.13	ENST00000266671.9	2192	1206	8069	3397
TMEM19	ENSG00000139291.13	ENST00000266673.9	595	1011	5656	1605
LGR5	ENSG00000139292.12	ENST00000266674.9	312	2724	4611	3035
PTPRQ	ENSG00000139304.13	ENST00000614701.5	179	6900	8326	7078
DUSP6	ENSG00000139318.7	ENST00000279488.7	1233	1146	4400	2378
POC1B	ENSG00000139323.13	ENST00000313546.7	130	1437	3001	1566
TMTC3	ENSG00000139324.11	ENST00000266712.10	221	2745	7203	2965
LUM	ENSG00000139329.4	ENST00000266718.4	456	1017	3008	1472
KERA	ENSG00000139330.5	ENST00000266719.3	249	1059	2162	1307
SNRPF	ENSG00000139343.10	ENST00000266735.9	147	261	1389	407
AMDHD1	ENSG00000139344.7	ENST00000266736.6	107	1281	2260	1387
NEDD1	ENSG00000139350.11	ENST00000557644.5	147	2004	2367	2150
SYCP3	ENSG00000139351.14	ENST00000392927.7	133	711	1120	843
ASCL1	ENSG00000139352.3	ENST00000266744.3	560	711	2472	1270
GAS2L3	ENSG00000139354.10	ENST00000547754.5	227	2085	2340	2311
TMEM132B	ENSG00000139364.10	ENST00000299308.7	9	3237	10906	3245
SLC15A4	ENSG00000139370.11	ENST00000266771.9	41	1734	2779	1774
TDG	ENSG00000139372.14	ENST00000392872.7	235	1233	3251	1467
RITA1	ENSG00000139405.15	ENST00000552495.1	473	882	1898	1354
SDSL	ENSG00000139410.14	ENST00000403593.8	263	990	1449	1252
MMAB	ENSG00000139428.11	ENST00000545712.6	395	753	4438	1147
GLTP	ENSG00000139433.9	ENST00000318348.8	115	630	2356	744
GIT2	ENSG00000139436.20	ENST00000355312.7	1	2280	5466	2280
TCHP	ENSG00000139437.17	ENST00000312777.9	215	1497	3151	1711
FAM222A	ENSG00000139438.5	ENST00000538780.1	717	1359	3294	2075
FOXN4	ENSG00000139445.17	ENST00000299162.9	106	1554	3350	1659
NUP58	ENSG00000139496.15	ENST00000381736.7	251	1800	4332	2050
MTMR6	ENSG00000139505.11	ENST00000381801.5	763	1866	5659	2628
SLC46A3	ENSG00000139508.14	ENST00000380814.4	500	1392	2121	1891
SLC7A1	ENSG00000139514.12	ENST00000380752.9	388	1890	7347	2277
PDX1	ENSG00000139515.5	ENST00000381033.4	120	852	2501	971
LNX2	ENSG00000139517.8	ENST00000316334.4	131	2073	4627	2203
SUOX	ENSG00000139531.12	ENST00000394109.7	725	1638	2860	2362
CCDC65	ENSG00000139537.10	ENST00000320516.4	189	1455	1775	1643
SLC39A5	ENSG00000139540.11	ENST00000266980.8	294	1623	2031	1916
TARBP2	ENSG00000139546.10	ENST00000266987.6	484	1101	1867	1584
RDH16	ENSG00000139547.7	ENST00000398138.4	858	954	2409	1811
DHH	ENSG00000139549.3	ENST00000266991.3	290	1191	1918	1480
ACVRL1	ENSG00000139567.12	ENST00000388922.8	284	1512	1971	1795
GPR84	ENSG00000139572.3	ENST00000551809.1	637	1191	2041	1827
NPFF	ENSG00000139574.8	ENST00000267017.3	165	342	592	506
NABP2	ENSG00000139579.12	ENST00000380198.6	499	636	1775	1134
N4BP2L1	ENSG00000139597.17	ENST00000380130.6	97	732	3046	828
CELA1	ENSG00000139610.1	ENST00000293636.1	42	777	952	818
SMARCC2	ENSG00000139613.11	ENST00000550164.5	16	3738	4114	3753
BRCA2	ENSG00000139618.14	ENST00000380152.7	234	10257	11986	10490
KANSL2	ENSG00000139620.12	ENST00000420613.6	49	1479	2155	1527
CERS5	ENSG00000139624.12	ENST00000317551.10	126	1179	2051	1304
MAP3K12	ENSG00000139625.12	ENST00000547035.5	206	2679	2944	2884
ITGB7	ENSG00000139626.15	ENST00000267082.9	233	2397	2867	2629
GALNT6	ENSG00000139629.15	ENST00000543196.6	207	1869	5207	2075
CSAD	ENSG00000139631.18	ENST00000267085.8	235	1563	2645	1797
LMBR1L	ENSG00000139636.15	ENST00000267102.12	344	1470	2934	1813
C12orf10	ENSG00000139637.13	ENST00000267103.9	53	1131	1192	1183
ESYT1	ENSG00000139641.12	ENST00000267113.4	54	3345	3577	3398
TMBIM6	ENSG00000139644.12	ENST00000423828.5	329	888	3254	1216
ANKRD52	ENSG00000139645.9	ENST00000267116.7	123	3231	8688	3353
KRT71	ENSG00000139648.6	ENST00000267119.5	71	1572	2265	1642
ZNF740	ENSG00000139651.10	ENST00000416904.4	446	582	8578	1027
SMIM2	ENSG00000139656.6	ENST00000400419.1	190	258	822	447
WDFY2	ENSG00000139668.8	ENST00000298125.6	181	1203	9321	1383
HNRNPA1L2	ENSG00000139675.12	ENST00000357495.4	69	963	1372	1031
LPAR6	ENSG00000139679.15	ENST00000378434.8	1626	1035	3004	2660
ESD	ENSG00000139684.13	ENST00000378720.7	184	849	1192	1032
RB1	ENSG00000139687.15	ENST00000267163.5	188	2787	4793	2974
SBNO1	ENSG00000139697.13	ENST00000420886.6	1	4182	10981	4182
MORN3	ENSG00000139714.12	ENST00000355329.7	172	723	3803	894
VPS33A	ENSG00000139719.10	ENST00000267199.8	114	1791	4586	1904
VPS37B	ENSG00000139722.6	ENST00000267202.6	383	858	3028	1240
RHOF	ENSG00000139725.7	ENST00000267205.6	630	636	3009	1265
DENR	ENSG00000139726.10	ENST00000280557.10	187	597	2769	783
DIAPH3	ENSG00000139734.18	ENST00000400324.8	222	3582	4804	3803
SLAIN1	ENSG00000139737.21	ENST00000418532.5	61	1773	2855	1833
RBM26	ENSG00000139746.15	ENST00000622611.4	448	3030	5230	3477
SRRM4	ENSG00000139767.9	ENST00000267260.4	389	1836	8477	2224
METTL21C	ENSG00000139780.7	ENST00000267273.6	7	795	1088	801
MBNL2	ENSG00000139793.18	ENST00000376673.7	841	1122	4632	1962
RNF113B	ENSG00000139797.7	ENST00000267291.6	30	969	1376	998
ZIC5	ENSG00000139800.8	ENST00000267294.4	235	1992	4639	2226
ABHD13	ENSG00000139826.5	ENST00000375898.3	302	1014	5338	1315
RAB20	ENSG00000139832.4	ENST00000267328.4	215	705	1518	919
GRTP1	ENSG00000139835.13	ENST00000375430.8	98	1035	1834	1132
CUL4A	ENSG00000139842.14	ENST00000375440.8	85	2280	2364	2364
SSTR1	ENSG00000139874.5	ENST00000267377.2	618	1176	4295	1793
CDH24	ENSG00000139880.19	ENST00000397359.7	261	2460	3552	2720
REM2	ENSG00000139890.9	ENST00000267396.8	124	1023	1923	1146
CBLN3	ENSG00000139899.10	ENST00000267406.10	472	618	2346	1089
TSSK4	ENSG00000139908.14	ENST00000339917.9	205	1017	1321	1221
NOVA1	ENSG00000139910.19	ENST00000539517.6	319	1524	3912	1842
FITM1	ENSG00000139914.6	ENST00000267426.5	290	879	1194	1168
MDGA2	ENSG00000139915.19	ENST00000426342.6	1	2871	2871	2871
TMX1	ENSG00000139921.12	ENST00000457354.6	126	843	3995	968
FRMD6	ENSG00000139926.15	ENST00000344768.9	197	1869	2972	2065
PELI2	ENSG00000139946.9	ENST00000267460.8	287	1263	5909	1549
RTN1	ENSG00000139970.16	ENST00000267484.9	337	2331	3435	2667
ARMH4	ENSG00000139971.15	ENST00000267485.7	196	2325	6495	2520
SYT16	ENSG00000139973.16	ENST00000568344.5	198	1938	13978	2135
SLC38A6	ENSG00000139974.15	ENST00000354886.6	165	1566	1730	1730
NAA30	ENSG00000139977.13	ENST00000556492.5	155	1089	7644	1243
ADAM21	ENSG00000139985.6	ENST00000603540.1	259	2169	2658	2427
RDH12	ENSG00000139988.9	ENST00000551171.5	325	951	1879	1275
DCAF5	ENSG00000139990.17	ENST00000341516.9	149	2829	5953	2977
RAB15	ENSG00000139998.15	ENST00000533601.6	339	639	3515	977
WDR89	ENSG00000140006.11	ENST00000394942.2	90	1164	2993	1253
ESR2	ENSG00000140009.18	ENST00000341099.5	419	1593	2060	2011
KCNH5	ENSG00000140015.19	ENST00000322893.11	270	2967	11290	3236
STON2	ENSG00000140022.11	ENST00000555447.5	414	2763	4302	3176
EFCAB11	ENSG00000140025.15	ENST00000316738.11	30	492	3095	521
GPR65	ENSG00000140030.5	ENST00000267549.4	559	1014	4522	1572
PTGR2	ENSG00000140043.11	ENST00000555661.5	146	1056	3851	1201
JDP2	ENSG00000140044.12	ENST00000267569.5	194	525	1700	718
AK7	ENSG00000140057.8	ENST00000267584.8	45	2172	3300	2216
FAM181A	ENSG00000140067.6	ENST00000267594.5	308	1065	1816	1372
SLC24A4	ENSG00000140090.17	ENST00000532405.5	227	1869	9950	2095
FBLN5	ENSG00000140092.14	ENST00000342058.8	595	1347	2123	1941
SERPINA10	ENSG00000140093.9	ENST00000261994.8	134	1335	4978	1468
CLBA1	ENSG00000140104.13	ENST00000547315.5	640	978	2370	1617
WARS	ENSG00000140105.17	ENST00000355338.6	620	1416	3092	2035
SLC25A47	ENSG00000140107.10	ENST00000361529.3	79	927	1738	1005
WDR20	ENSG00000140153.17	ENST00000424963.6	73	1839	2695	1911
NIPA2	ENSG00000140157.14	ENST00000337451.7	614	1083	3233	1696
SLC12A6	ENSG00000140199.11	ENST00000354181.7	494	3453	4568	3946
DUOXA1	ENSG00000140254.12	ENST00000267803.8	401	1452	1996	1852
MFAP1	ENSG00000140259.6	ENST00000267812.3	234	1320	2155	1553
TCF12	ENSG00000140262.17	ENST00000438423.6	297	2121	4786	2417
SORD	ENSG00000140263.13	ENST00000267814.13	181	1074	4909	1254
SERF2	ENSG00000140264.19	ENST00000409960.6	48	513	1032	560
ZSCAN29	ENSG00000140265.12	ENST00000396976.6	136	2559	5595	2694
DUOXA2	ENSG00000140274.13	ENST00000323030.5	286	963	1760	1248
DUOX2	ENSG00000140279.12	ENST00000603300.1	204	4647	6345	4850
LYSMD2	ENSG00000140280.13	ENST00000267838.6	516	648	1759	1163
SLC27A2	ENSG00000140284.10	ENST00000267842.9	233	1863	2394	2095
FGF7	ENSG00000140285.9	ENST00000267843.8	612	585	5467	1196
HDC	ENSG00000140287.10	ENST00000267845.7	404	1989	2705	2392
GCNT3	ENSG00000140297.12	ENST00000396065.2	449	1317	4933	1765
BNIP2	ENSG00000140299.11	ENST00000267859.7	95	1308	6325	1402
GTF2A2	ENSG00000140307.10	ENST00000396060.6	183	330	1582	512
SRP14	ENSG00000140319.10	ENST00000267884.10	73	411	1077	483
BAHD1	ENSG00000140320.11	ENST00000416165.5	72	2343	4526	2414
DISP2	ENSG00000140323.5	ENST00000267889.4	88	4206	12614	4293
CDAN1	ENSG00000140326.13	ENST00000356231.4	27	3684	4657	3710
TLE3	ENSG00000140332.15	ENST00000558939.5	1379	2319	6004	3697
ANP32A	ENSG00000140350.15	ENST00000465139.6	145	750	2440	894
COMMD4	ENSG00000140365.15	ENST00000267935.12	200	600	1067	799
UBE2Q2	ENSG00000140367.11	ENST00000267938.8	383	1128	3130	1510
PSTPIP1	ENSG00000140368.12	ENST00000558012.5	490	1251	1896	1740
ETFA	ENSG00000140374.15	ENST00000557943.5	82	1002	2287	1083
BCL2A1	ENSG00000140379.7	ENST00000267953.3	328	528	1033	855
HMG20A	ENSG00000140382.14	ENST00000381714.7	429	1044	4112	1472
SCAPER	ENSG00000140386.12	ENST00000563290.5	97	4203	5028	4299
TSPAN3	ENSG00000140391.14	ENST00000267970.8	275	762	6467	1036
WDR61	ENSG00000140395.8	ENST00000267973.6	273	918	1387	1190
NCOA2	ENSG00000140396.12	ENST00000452400.6	183	4395	8447	4577
NEIL1	ENSG00000140398.13	ENST00000355059.8	507	1173	3759	1679
MAN2C1	ENSG00000140400.16	ENST00000565683.5	13	3174	3300	3186
DNAJA4	ENSG00000140403.12	ENST00000394855.7	229	1281	3245	1509
TLNRD1	ENSG00000140406.3	ENST00000267984.3	1329	1089	4845	2417
TPM1	ENSG00000140416.20	ENST00000358278.7	146	855	1717	1000
IGF1R	ENSG00000140443.14	ENST00000268035.10	612	4104	11803	4715
ARRDC4	ENSG00000140450.8	ENST00000268042.6	165	1257	4072	1421
PIF1	ENSG00000140451.12	ENST00000333425.10	96	2124	2278	2219
USP3	ENSG00000140455.16	ENST00000380324.7	130	1563	2333	1692
CYP11A1	ENSG00000140459.17	ENST00000268053.10	156	1566	1934	1721
BBS4	ENSG00000140463.13	ENST00000268057.8	42	1560	2490	1601
PML	ENSG00000140464.19	ENST00000268058.7	97	2649	4508	2745
CYP1A1	ENSG00000140465.13	ENST00000379727.7	200	1539	2685	1738
ADAMTS17	ENSG00000140470.13	ENST00000268070.8	107	3288	6207	3394
LINS1	ENSG00000140471.16	ENST00000314742.12	224	2274	4821	2497
ULK3	ENSG00000140474.13	ENST00000440863.6	93	1419	2623	1511
GOLGA6D	ENSG00000140478.15	ENST00000434739.3	42	2082	2123	2123
PCSK6	ENSG00000140479.16	ENST00000611716.4	170	2910	4409	3079
CCDC33	ENSG00000140481.14	ENST00000398814.7	432	2268	2787	2699
CELF6	ENSG00000140488.15	ENST00000287202.9	256	1446	3345	1701
SCAMP2	ENSG00000140497.16	ENST00000268099.13	111	990	2453	1100
CYP1A2	ENSG00000140505.6	ENST00000343932.4	64	1551	2728	1614
LMAN1L	ENSG00000140506.16	ENST00000309664.9	140	1581	1873	1720
HAPLN3	ENSG00000140511.11	ENST00000562889.5	140	1269	1547	1408
RHCG	ENSG00000140519.13	ENST00000268122.8	70	1440	1982	1509
POLG	ENSG00000140521.13	ENST00000268124.9	335	3720	4500	4054
RLBP1	ENSG00000140522.11	ENST00000268125.9	441	954	1810	1394
FANCI	ENSG00000140525.17	ENST00000310775.11	87	3987	4743	4073
ABHD2	ENSG00000140526.17	ENST00000352732.9	521	1278	8735	1798
WDR93	ENSG00000140527.14	ENST00000268130.11	102	2061	2409	2162
TICRR	ENSG00000140534.13	ENST00000268138.11	106	5733	6775	5838
NTRK3	ENSG00000140538.16	ENST00000360948.6	307	2520	3004	2826
DET1	ENSG00000140543.14	ENST00000564406.5	162	1686	2315	1847
MFGE8	ENSG00000140545.14	ENST00000268150.12	93	1164	1937	1256
ZNF710	ENSG00000140548.9	ENST00000268154.8	252	1995	4617	2246
UNC45A	ENSG00000140553.17	ENST00000418476.2	41	2835	3252	2875
ST8SIA2	ENSG00000140557.11	ENST00000268164.7	238	1128	5708	1365
MCTP2	ENSG00000140563.14	ENST00000357742.8	1	2637	7555	2637
FURIN	ENSG00000140564.11	ENST00000618099.4	381	2385	4345	2765
IQGAP1	ENSG00000140575.12	ENST00000268182.9	125	4974	7233	5098
CRTC3	ENSG00000140577.15	ENST00000268184.10	5	1860	2537	1864
EFL1	ENSG00000140598.14	ENST00000268206.11	170	3363	3675	3532
SH3GL3	ENSG00000140600.16	ENST00000324537.5	493	1068	2012	1560
SEC11A	ENSG00000140612.13	ENST00000558134.5	15	558	971	572
SEPT12	ENSG00000140623.13	ENST00000268231.12	265	1077	1469	1341
GLYR1	ENSG00000140632.16	ENST00000321919.13	78	1662	3772	1739
PMM2	ENSG00000140650.11	ENST00000268261.8	67	741	2313	807
SLC5A2	ENSG00000140675.12	ENST00000330498.3	20	2019	2271	2038
ITGAX	ENSG00000140678.16	ENST00000562522.2	34	3510	3990	3543
TGFB1I1	ENSG00000140682.18	ENST00000394863.7	131	1386	1898	1516
C16orf58	ENSG00000140688.16	ENST00000327237.6	41	1407	2793	1447
ARMC5	ENSG00000140691.16	ENST00000408912.7	318	3093	3626	3410
PARN	ENSG00000140694.16	ENST00000437198.6	143	1920	3078	2062
FTO	ENSG00000140718.20	ENST00000471389.5	223	1518	11766	1740
UQCRC2	ENSG00000140740.10	ENST00000268379.8	765	1362	2615	2126
CDR2	ENSG00000140743.7	ENST00000268383.6	309	1365	2702	1673
IGSF6	ENSG00000140749.8	ENST00000268389.5	63	726	2785	788
ARHGAP17	ENSG00000140750.16	ENST00000289968.10	71	2646	3461	2716
MYLK3	ENSG00000140795.12	ENST00000394809.8	117	2460	6911	2576
ABCC12	ENSG00000140798.16	ENST00000311303.7	347	4080	5168	4426
NKD1	ENSG00000140807.6	ENST00000268459.5	225	1413	17105	1637
DHX38	ENSG00000140829.11	ENST00000268482.7	510	3684	4608	4193
TXNL4B	ENSG00000140830.8	ENST00000268483.7	323	450	2556	772
MARVELD3	ENSG00000140832.9	ENST00000299952.4	44	1233	2214	1276
CHST4	ENSG00000140835.9	ENST00000338482.5	344	1161	2412	1504
ZFHX3	ENSG00000140836.16	ENST00000641206.2	1829	11112	17219	12940
CLEC18B	ENSG00000140839.11	ENST00000339953.9	123	1368	1865	1490
CPNE2	ENSG00000140848.16	ENST00000290776.12	290	1647	2645	1936
NLRC5	ENSG00000140853.15	ENST00000262510.10	226	5601	6822	5826
KATNB1	ENSG00000140854.12	ENST00000379661.7	393	1968	2664	2360
KIFC3	ENSG00000140859.15	ENST00000541240.5	12	2547	3047	2558
ADAMTS18	ENSG00000140873.15	ENST00000282849.9	420	3666	5913	4085
NUDT7	ENSG00000140876.11	ENST00000268533.9	70	717	1096	786
GCSH	ENSG00000140905.10	ENST00000315467.8	148	522	1597	669
CMTM3	ENSG00000140931.19	ENST00000424011.6	527	549	2330	1075
CMTM2	ENSG00000140932.9	ENST00000268595.2	152	747	1054	898
CDH11	ENSG00000140937.13	ENST00000268603.8	617	2391	6857	3007
NOL3	ENSG00000140939.14	ENST00000564053.5	349	813	1592	1161
MAP1LC3B	ENSG00000140941.12	ENST00000268607.9	629	378	2688	1006
MBTPS1	ENSG00000140943.16	ENST00000343411.7	497	3159	4338	3655
CDH13	ENSG00000140945.16	ENST00000268613.14	94	2283	2722	2376
ZCCHC14	ENSG00000140948.11	ENST00000268616.8	219	2850	7102	3068
TLDC1	ENSG00000140950.15	ENST00000343629.10	184	1371	5046	1554
ADAD2	ENSG00000140955.10	ENST00000268624.7	94	1998	2283	2091
OSGIN1	ENSG00000140961.12	ENST00000361711.7	473	1434	2230	1906
IRF8	ENSG00000140968.10	ENST00000268638.9	423	1281	3030	1703
RHOT2	ENSG00000140983.13	ENST00000315082.8	115	1857	2539	1971
RPL3L	ENSG00000140986.7	ENST00000268661.7	96	1224	2182	1319
ZSCAN32	ENSG00000140987.19	ENST00000396846.7	309	2094	3173	2402
RPS2	ENSG00000140988.15	ENST00000343262.8	58	882	985	939
NDUFB10	ENSG00000140990.14	ENST00000268668.10	118	519	705	636
PDPK1	ENSG00000140992.18	ENST00000342085.8	150	1671	7241	1820
TIGD7	ENSG00000140993.10	ENST00000396862.1	1830	1650	3612	3479
DEF8	ENSG00000140995.16	ENST00000268676.11	90	1539	3725	1628
TCF25	ENSG00000141002.19	ENST00000263346.12	57	2031	2233	2087
GALNS	ENSG00000141012.12	ENST00000268695.9	90	1569	2363	1658
GAS8	ENSG00000141013.16	ENST00000268699.8	123	1437	3185	1559
MED9	ENSG00000141026.5	ENST00000268711.3	57	441	2228	497
NCOR1	ENSG00000141027.20	ENST00000268712.7	259	7323	10720	7581
COPS3	ENSG00000141030.12	ENST00000268717.9	108	1272	1641	1379
GID4	ENSG00000141034.9	ENST00000268719.8	174	903	4237	1076
ZNF287	ENSG00000141040.14	ENST00000395824.5	619	2286	3373	2904
MYOCD	ENSG00000141052.17	ENST00000425538.5	201	2961	8466	3161
KSR1	ENSG00000141068.14	ENST00000398988.7	446	2289	7237	2734
UTP4	ENSG00000141076.17	ENST00000314423.11	178	2061	2322	2238
RANBP10	ENSG00000141084.10	ENST00000317506.7	117	1863	5341	1979
CTRL	ENSG00000141086.17	ENST00000574481.5	563	795	1721	1357
DPEP3	ENSG00000141096.4	ENST00000268793.4	375	1542	2018	1916
GFOD2	ENSG00000141098.12	ENST00000268797.11	347	1158	2126	1504
NOB1	ENSG00000141101.12	ENST00000268802.9	31	1239	1734	1269
PRPSAP2	ENSG00000141127.14	ENST00000268835.6	284	1110	1910	1393
UNC45B	ENSG00000141161.11	ENST00000268876.9	98	2796	5679	2893
PCTP	ENSG00000141179.13	ENST00000573500.5	11	660	919	670
OR4D1	ENSG00000141194.6	ENST00000641449.1	524	933	4925	1456
TOM1L1	ENSG00000141198.15	ENST00000575882.5	354	1431	2507	1784
KIF2B	ENSG00000141200.7	ENST00000268919.5	134	2022	2313	2155
C17orf80	ENSG00000141219.15	ENST00000359042.6	210	1830	3645	2039
TOB1	ENSG00000141232.4	ENST00000499247.2	435	1038	2229	1472
VPS53	ENSG00000141252.19	ENST00000437048.6	148	2499	13106	2646
SPATA22	ENSG00000141255.12	ENST00000573128.5	485	1092	1704	1576
SGSM2	ENSG00000141258.12	ENST00000268989.7	178	3156	4863	3333
NPEPPS	ENSG00000141279.15	ENST00000322157.8	238	2760	4353	2997
SKAP1	ENSG00000141293.15	ENST00000336915.10	71	1080	1534	1150
LRRC46	ENSG00000141294.9	ENST00000269025.8	364	966	1922	1329
SCRN2	ENSG00000141295.13	ENST00000290216.13	127	1278	1548	1404
SSH2	ENSG00000141298.18	ENST00000540801.5	94	4353	4538	4446
RHBDL3	ENSG00000141314.12	ENST00000269051.8	15	1215	4661	1229
SPACA3	ENSG00000141316.12	ENST00000269053.7	71	648	817	718
ARSG	ENSG00000141337.12	ENST00000448504.6	797	1578	4642	2374
ABCA8	ENSG00000141338.13	ENST00000586539.5	190	4866	5088	5055
G6PC3	ENSG00000141349.8	ENST00000269097.8	232	1041	1533	1272
CLTC	ENSG00000141367.11	ENST00000621829.4	444	5040	8587	5483
C17orf64	ENSG00000141371.12	ENST00000269127.4	85	711	950	795
BCAS3	ENSG00000141376.22	ENST00000588462.5	1	2853	3559	2853
PTRH2	ENSG00000141378.14	ENST00000409433.2	1573	543	2246	2115
SS18	ENSG00000141380.13	ENST00000415083.6	57	1257	3414	1313
TAF4B	ENSG00000141384.12	ENST00000578121.5	449	2604	3204	3052
AFG3L2	ENSG00000141385.9	ENST00000269143.7	233	2394	3247	2626
PRELID3A	ENSG00000141391.13	ENST00000440960.5	81	519	1716	599
IMPA2	ENSG00000141401.11	ENST00000269159.7	243	867	1534	1109
GNAL	ENSG00000141404.15	ENST00000334049.10	609	1377	6535	1985
SLC39A6	ENSG00000141424.12	ENST00000269187.9	215	2268	3543	2482
RPRD1A	ENSG00000141425.17	ENST00000399022.8	173	939	4438	1111
C18orf21	ENSG00000141428.16	ENST00000592875.5	647	663	1581	1309
GALNT1	ENSG00000141429.13	ENST00000269195.5	104	1680	3847	1783
ASXL3	ENSG00000141431.11	ENST00000269197.11	400	6747	11743	7146
